accuracy,avg_reaction_time,mistakes,current_level,streak,game_type,next_level
62.3,2.64,1,5,2,pattern,5
63.7,3.38,3,4,-1,pattern,3
70.1,0.75,5,3,3,pattern,3
84.9,2.31,1,3,3,attention,4
89.1,2.35,2,2,2,routine,2
86.1,2.19,1,4,0,pattern,4
78.1,1.79,3,1,-2,routine,1
78.0,3.55,1,5,1,pattern,5
76.9,4.15,3,5,-2,attention,4
85.5,2.35,1,3,2,memory,3
62.0,2.67,4,5,-1,routine,4
73.2,3.56,3,3,-1,attention,2
59.7,1.94,4,2,3,routine,2
64.7,2.77,2,5,0,pattern,5
78.0,1.18,3,2,-1,pattern,2
62.7,1.56,2,3,1,memory,3
71.9,3.1,0,4,3,pattern,4
69.7,3.08,6,5,0,routine,4
90.1,1.28,1,1,-2,pattern,2
80.6,2.08,2,2,-1,pattern,2
58.9,3.08,1,2,2,memory,2
81.6,0.89,2,1,-2,pattern,1
100.0,1.1,0,1,2,attention,2
55.4,2.92,7,5,1,memory,4
79.6,3.57,4,4,-3,attention,3
74.0,3.62,4,4,0,attention,3
90.5,1.94,1,2,1,attention,3
82.7,2.22,0,3,0,routine,4
100.0,1.67,1,1,2,pattern,2
100.0,1.57,0,1,-1,attention,2
95.5,0.81,1,1,2,pattern,2
60.9,4.77,3,5,-2,attention,4
81.2,3.16,4,3,-2,routine,2
46.7,3.04,5,4,0,attention,3
56.4,2.63,6,5,1,routine,4
100.0,1.47,0,2,-3,memory,3
79.5,1.43,1,1,3,attention,2
87.8,1.88,1,3,2,memory,4
98.3,1.97,0,1,-3,attention,2
80.4,2.11,1,2,-3,pattern,2
43.0,2.66,4,4,-3,pattern,3
80.7,1.61,2,3,-3,routine,3
100.0,1.17,0,1,-1,routine,2
76.9,1.39,2,2,2,routine,3
62.9,2.52,5,4,3,pattern,3
61.8,4.02,4,5,-1,memory,4
77.1,3.41,3,4,-2,pattern,3
76.0,4.06,1,5,-2,attention,4
75.6,3.79,1,5,-3,routine,4
54.1,2.89,5,5,-1,routine,4
66.8,3.12,2,5,-3,memory,4
91.9,2.0,2,1,-1,pattern,1
47.6,4.07,2,5,3,memory,4
100.0,3.16,0,3,1,memory,3
68.0,1.82,4,4,3,routine,4
100.0,1.5,1,1,-2,routine,2
64.5,2.14,4,3,0,routine,3
64.4,3.95,6,5,3,routine,4
70.2,3.11,6,4,0,attention,3
80.5,3.69,2,4,3,attention,4
57.5,2.32,3,4,-3,pattern,3
59.3,3.09,7,4,2,routine,3
53.0,3.39,6,4,2,pattern,3
63.9,3.83,2,5,-1,routine,4
74.0,3.9,0,5,2,routine,5
80.9,3.48,2,5,-3,routine,4
72.5,2.3,4,2,0,routine,2
72.1,3.46,1,4,1,memory,4
82.4,1.44,1,2,3,memory,3
80.8,1.66,1,2,0,attention,2
96.9,1.64,0,1,-1,pattern,2
100.0,1.37,0,2,1,routine,3
65.9,4.7,4,5,-3,memory,4
80.0,1.71,3,2,3,pattern,2
68.1,3.08,1,5,2,pattern,5
54.4,2.82,5,5,-3,attention,4
79.4,3.07,1,4,-3,routine,4
89.5,2.08,1,2,2,memory,3
44.5,2.9,3,3,-1,pattern,2
90.7,1.19,2,1,-3,memory,2
84.0,1.34,0,1,-1,attention,1
62.9,3.83,2,4,-1,memory,3
55.8,3.34,3,5,-2,memory,4
79.5,2.51,1,4,-3,routine,4
83.5,3.55,3,3,2,routine,3
90.6,2.94,0,3,2,memory,3
94.6,2.2,1,2,3,pattern,3
91.8,2.44,1,2,-1,pattern,2
88.9,1.8,0,1,-3,routine,2
68.2,3.21,1,4,-3,pattern,3
71.9,3.51,2,4,2,attention,4
95.5,1.53,0,1,2,routine,2
70.6,2.98,1,2,1,memory,2
79.1,3.17,0,2,-1,routine,2
82.9,4.12,3,5,2,memory,4
68.8,2.42,2,4,0,attention,4
86.7,3.56,0,3,0,pattern,3
85.3,3.49,1,3,2,pattern,3
82.2,2.9,0,3,0,routine,3
73.5,1.99,1,3,-2,routine,3
100.0,1.9,0,2,-3,memory,3
93.1,3.17,0,3,1,memory,4
65.5,3.85,3,4,-2,routine,3
100.0,1.05,0,1,1,routine,2
87.0,1.36,4,2,1,routine,2
76.3,3.66,2,5,3,memory,5
96.6,1.96,0,1,-1,pattern,2
86.2,3.82,0,2,-2,attention,2
67.5,3.76,4,3,-3,pattern,2
100.0,1.61,0,1,0,pattern,2
89.9,0.76,1,1,-1,memory,2
100.0,1.23,0,1,2,memory,2
88.5,1.64,1,1,0,routine,2
100.0,1.41,0,1,0,pattern,2
86.5,2.43,1,3,-2,pattern,3
69.0,1.99,0,3,-3,routine,3
89.0,1.65,0,1,1,attention,2
70.3,2.53,2,3,0,attention,3
60.6,2.25,7,3,0,routine,2
100.0,1.18,0,1,0,attention,2
89.4,0.95,3,1,-2,pattern,1
56.6,2.74,3,4,2,memory,4
84.1,1.19,1,2,2,memory,3
88.2,1.7,1,1,0,memory,2
80.1,3.37,1,5,2,attention,5
83.7,1.94,4,2,-1,memory,2
57.7,3.16,0,5,-2,memory,4
80.2,2.25,3,3,-2,routine,3
69.9,2.46,1,2,-1,attention,2
100.0,1.32,1,1,0,pattern,2
54.3,3.31,4,5,1,pattern,4
100.0,0.6,0,1,3,memory,2
82.6,1.82,2,2,0,routine,2
46.5,3.54,5,5,3,attention,4
92.8,2.82,1,3,3,pattern,3
91.2,1.37,1,1,-2,pattern,2
77.4,3.0,1,3,1,attention,3
95.1,2.54,1,2,-1,attention,2
80.5,3.2,1,4,-1,attention,4
59.3,2.89,3,4,-1,routine,3
48.6,3.13,2,5,1,pattern,4
92.6,2.98,1,3,-2,routine,3
90.6,1.16,0,1,3,routine,2
93.0,1.62,1,2,3,attention,3
91.1,2.93,0,1,3,routine,2
100.0,2.12,0,2,1,attention,3
55.1,3.93,2,5,-1,routine,4
75.2,2.72,2,2,-1,memory,2
91.4,2.19,1,2,0,routine,2
83.6,3.14,2,2,3,pattern,2
80.4,0.6,2,1,-1,memory,1
76.2,1.81,6,3,-3,attention,2
100.0,1.04,0,1,1,attention,2
99.4,2.27,0,2,-2,pattern,3
98.7,1.74,0,2,1,attention,3
52.5,3.64,7,5,-2,pattern,4
78.1,1.51,2,3,2,routine,3
80.3,1.48,3,2,-1,attention,2
68.8,3.42,1,3,1,memory,3
95.4,1.69,1,2,3,attention,3
70.5,3.75,2,4,-2,attention,3
51.5,1.91,4,3,0,pattern,2
68.6,2.02,2,3,3,routine,3
100.0,0.95,0,1,0,routine,2
65.6,1.33,4,2,3,routine,2
61.0,3.81,2,5,1,routine,4
82.0,1.72,3,1,-3,attention,1
93.0,2.51,0,2,3,memory,3
91.3,2.46,0,3,-3,pattern,3
87.9,2.29,1,2,0,memory,2
80.5,2.64,0,4,-1,memory,4
72.7,2.61,0,3,-3,pattern,3
100.0,2.27,0,1,2,routine,2
61.5,3.65,2,4,0,attention,3
56.3,4.3,5,5,-1,pattern,4
75.1,4.29,3,5,3,memory,4
100.0,1.38,0,1,2,memory,2
55.2,3.69,1,4,-3,memory,3
73.2,3.36,4,5,1,pattern,4
62.5,3.77,4,5,-1,memory,4
76.0,2.26,1,2,-2,routine,2
66.2,1.52,6,2,2,routine,2
48.5,2.74,1,5,-2,pattern,4
65.5,2.1,0,3,1,pattern,3
69.9,3.9,3,5,2,memory,4
84.1,3.18,2,4,1,memory,4
69.9,2.21,1,4,-2,attention,4
76.3,1.81,3,3,-1,routine,3
85.5,0.9,4,2,3,pattern,3
76.8,3.02,1,4,2,attention,4
74.1,2.12,1,3,2,attention,3
73.2,2.96,4,4,-1,memory,3
88.2,1.82,1,2,-2,pattern,2
100.0,3.34,2,3,0,routine,3
84.8,2.06,0,1,2,memory,2
71.7,1.86,3,4,2,routine,4
84.5,4.11,0,4,3,memory,4
95.0,1.63,0,1,-2,memory,2
100.0,1.81,0,1,-2,pattern,2
100.0,1.28,0,1,0,routine,2
100.0,1.18,0,1,-2,attention,2
66.3,2.77,2,5,-1,attention,4
85.9,1.18,1,2,3,routine,3
62.0,4.28,4,5,-1,attention,4
75.2,1.91,3,4,-3,pattern,4
96.7,1.61,0,1,2,routine,2
72.6,1.89,0,2,0,pattern,2
56.5,2.91,6,5,-2,memory,4
52.8,2.82,4,5,3,memory,4
73.7,2.72,2,4,3,pattern,4
50.6,2.81,5,4,-2,attention,3
50.0,3.11,4,5,1,pattern,4
66.3,3.19,3,4,-2,memory,3
68.1,3.22,4,5,-3,memory,4
100.0,1.78,0,1,-3,attention,2
91.1,1.43,1,1,1,attention,2
88.6,3.14,2,3,2,memory,3
53.7,3.16,4,4,2,attention,3
96.4,1.57,0,1,2,routine,2
64.9,4.04,3,5,0,memory,4
90.5,2.49,0,1,2,attention,2
44.5,2.65,2,5,2,pattern,4
94.4,3.15,0,3,-3,attention,3
96.3,2.79,0,4,-2,routine,4
75.9,2.2,1,3,0,memory,3
64.2,4.9,1,5,0,memory,4
84.1,1.85,0,2,-3,pattern,2
82.8,2.15,1,2,1,routine,2
87.7,1.46,1,2,2,memory,3
77.3,2.33,0,3,-3,pattern,3
72.2,2.18,4,3,0,memory,3
77.3,4.13,0,4,2,pattern,4
71.0,2.61,1,4,1,attention,4
60.7,3.84,7,5,-1,pattern,4
86.8,2.88,0,3,0,routine,3
75.0,3.25,1,4,2,attention,4
49.6,1.93,3,4,-1,pattern,3
98.7,0.72,0,1,3,attention,2
96.5,1.75,0,2,2,attention,3
89.0,1.94,1,3,1,pattern,3
89.2,1.55,0,2,0,attention,3
84.8,3.02,3,4,-1,memory,4
57.5,2.47,5,3,-2,pattern,2
100.0,1.27,0,2,2,attention,3
79.1,1.75,2,4,0,routine,4
80.2,2.34,0,2,0,memory,2
68.8,3.3,1,4,-2,attention,3
80.3,4.07,3,3,1,routine,2
73.5,2.34,3,3,-1,memory,3
60.5,2.17,4,3,-1,pattern,2
87.9,3.11,1,4,1,memory,4
74.0,1.75,1,3,1,memory,3
75.8,1.63,2,1,-3,memory,1
61.6,3.05,4,4,-1,pattern,3
80.8,1.51,1,1,-3,routine,1
80.9,1.77,3,1,0,pattern,1
67.8,3.63,6,5,1,routine,4
65.8,3.13,1,4,3,memory,4
60.5,2.29,3,5,1,memory,5
62.3,2.14,0,5,2,pattern,5
69.5,2.71,2,4,2,attention,4
80.2,2.22,2,4,-1,pattern,4
65.8,3.03,2,5,3,routine,5
82.4,1.66,1,1,-2,memory,1
77.3,1.86,0,1,2,pattern,2
82.6,1.89,4,3,2,routine,3
69.6,3.24,2,5,1,routine,5
65.5,1.83,3,2,1,memory,2
67.1,2.57,1,3,-3,pattern,2
64.7,2.36,0,4,3,memory,4
93.5,0.6,0,1,1,memory,2
78.0,1.75,2,2,-2,pattern,2
96.7,1.56,0,1,1,routine,2
95.0,0.99,0,1,0,routine,2
87.5,1.04,0,1,0,memory,2
83.2,1.98,2,3,-1,memory,3
87.3,2.01,2,2,0,routine,2
100.0,1.56,0,1,0,attention,2
84.4,1.63,1,1,3,attention,2
60.3,3.7,4,5,-2,routine,4
87.1,1.97,2,1,0,memory,1
97.9,2.04,0,2,-3,pattern,3
100.0,2.08,0,2,2,routine,3
58.3,3.58,4,5,3,routine,4
67.5,3.22,2,3,3,routine,3
61.1,3.22,6,4,-1,routine,3
76.8,2.27,4,3,0,memory,3
96.9,1.78,0,1,-3,attention,1
63.7,2.68,3,3,0,memory,2
97.2,1.64,0,1,-1,pattern,2
79.6,1.31,3,1,0,pattern,1
67.9,3.04,0,3,1,pattern,3
84.5,1.61,0,2,3,attention,3
78.2,3.71,1,4,0,pattern,3
53.7,3.34,3,5,-1,memory,4
100.0,1.91,1,1,1,pattern,2
89.5,1.58,1,2,2,memory,3
70.3,2.32,1,4,3,attention,4
69.4,1.76,1,1,1,routine,1
74.3,2.2,1,2,-2,memory,2
48.3,3.85,4,5,3,pattern,4
83.8,3.91,2,5,2,routine,5
84.5,1.01,0,1,-2,pattern,2
51.3,2.82,3,5,0,routine,4
100.0,1.44,0,1,-2,attention,2
71.2,3.22,1,5,-3,memory,4
85.1,1.43,0,2,1,memory,3
76.3,2.35,1,4,-2,attention,4
63.9,1.86,5,3,-3,memory,2
82.7,1.0,0,2,3,memory,3
81.9,3.35,3,4,3,pattern,4
100.0,1.82,2,1,0,pattern,2
76.8,2.93,3,3,-3,routine,2
76.1,2.65,3,3,-1,pattern,3
84.1,2.17,0,3,-1,routine,3
92.0,2.52,0,2,-2,routine,3
85.1,0.83,0,1,-1,attention,2
70.8,2.82,3,3,-2,memory,2
92.1,1.6,1,2,1,memory,3
64.7,2.32,4,3,0,memory,2
92.0,1.75,0,1,-3,attention,2
97.5,1.88,0,2,0,memory,3
100.0,1.63,1,2,-1,attention,3
97.1,2.86,1,2,-3,memory,2
92.4,3.25,0,1,1,memory,1
80.6,2.8,3,4,0,memory,4
77.5,1.95,3,2,-1,pattern,2
78.1,2.53,2,4,3,pattern,4
73.3,3.06,4,5,-3,attention,4
84.3,0.83,2,2,-3,routine,2
75.1,2.71,2,3,0,attention,3
91.5,1.85,0,1,-3,attention,2
51.6,3.35,6,5,3,attention,4
93.0,1.35,2,1,3,memory,2
60.6,3.15,1,5,0,attention,4
68.0,3.81,1,4,-2,pattern,3
79.8,2.88,1,4,0,attention,4
75.0,1.23,3,2,-1,attention,2
71.5,3.45,4,5,1,routine,4
72.0,1.57,1,2,-2,routine,2
76.7,4.1,0,5,1,pattern,5
100.0,2.41,0,2,-1,attention,3
62.8,3.15,5,5,-3,attention,4
100.0,1.28,0,1,-3,pattern,2
83.0,1.46,0,2,-3,memory,2
65.2,1.65,3,2,3,routine,2
87.6,2.53,2,3,3,memory,3
75.0,3.27,1,4,1,routine,4
95.1,3.88,0,4,2,attention,4
79.0,2.91,2,3,2,routine,3
62.0,3.38,3,3,-1,pattern,2
93.8,1.76,0,1,3,attention,2
100.0,2.39,0,1,-1,attention,2
53.2,2.71,1,5,0,memory,4
88.0,2.16,1,3,0,attention,3
71.2,2.17,2,3,-3,pattern,2
88.4,1.4,1,3,1,pattern,4
70.9,3.05,2,5,2,memory,5
60.3,2.79,2,5,-1,memory,4
72.9,3.46,5,4,-3,memory,3
81.7,1.62,1,2,2,pattern,2
68.4,3.19,2,2,0,memory,1
100.0,2.43,1,1,0,memory,1
78.3,4.48,1,5,2,memory,4
76.6,2.48,1,4,2,pattern,4
100.0,3.15,0,2,-1,attention,2
88.4,1.44,1,1,-3,routine,1
83.2,1.74,2,2,1,attention,2
78.5,1.45,3,2,-2,attention,2
66.4,3.7,3,4,2,attention,3
65.4,1.6,1,4,1,attention,4
63.4,2.98,3,4,1,routine,3
95.7,1.34,1,1,-2,pattern,1
92.9,2.7,0,3,0,pattern,3
61.8,3.32,2,4,3,memory,4
87.3,2.1,1,3,1,pattern,4
81.3,3.33,2,4,-2,attention,3
78.6,1.11,2,3,-2,routine,3
65.4,3.29,1,5,0,routine,4
82.7,2.11,5,2,1,memory,2
60.5,3.38,2,5,-2,pattern,4
81.6,3.61,2,4,-3,memory,3
79.0,1.78,2,1,2,routine,1
95.8,1.01,0,1,-1,attention,2
64.9,1.91,1,3,-1,memory,3
90.0,1.89,2,1,3,pattern,2
90.1,4.58,2,5,3,attention,5
100.0,1.35,0,1,-3,attention,2
65.8,2.32,3,3,-1,routine,3
68.6,2.91,5,3,-1,attention,2
74.4,2.64,2,4,-3,attention,3
79.8,3.6,0,5,-3,memory,5
98.1,2.64,0,1,-3,memory,1
67.3,1.52,1,2,1,memory,2
91.5,2.72,0,3,-3,memory,3
57.3,2.66,4,4,2,routine,3
84.1,0.6,2,1,0,attention,2
69.6,4.28,4,5,-1,attention,4
100.0,1.59,1,1,2,memory,2
86.8,2.03,0,2,-3,attention,2
90.5,0.63,1,1,-1,memory,2
92.5,3.43,0,4,-1,pattern,4
99.9,1.34,0,2,1,pattern,3
92.8,2.45,0,1,3,memory,2
100.0,1.71,0,2,1,memory,3
69.9,3.37,1,5,1,routine,5
61.8,4.44,4,5,-2,pattern,4
83.3,2.31,2,3,1,pattern,3
88.7,1.56,1,1,-3,attention,1
77.1,3.49,1,5,-3,routine,4
86.1,1.92,2,3,-3,pattern,3
99.4,2.75,0,2,-3,pattern,2
89.6,2.02,2,1,2,memory,1
69.8,2.82,2,4,-2,attention,4
48.9,3.6,2,4,2,attention,3
78.0,3.33,0,4,-1,pattern,4
54.2,2.79,2,4,2,attention,4
73.7,2.72,2,4,-3,memory,3
99.2,0.87,0,1,1,memory,2
69.4,2.82,3,5,3,routine,5
90.4,2.06,0,2,2,pattern,3
100.0,3.7,1,4,0,pattern,4
88.5,0.64,0,1,-3,routine,2
79.3,3.05,2,4,-2,pattern,3
62.9,4.15,1,5,3,routine,4
81.4,2.67,1,4,-1,pattern,4
81.8,2.96,0,3,-1,attention,3
70.2,3.49,1,5,-2,attention,4
77.8,1.72,1,3,-3,memory,3
99.4,1.93,0,2,3,attention,3
66.4,2.54,2,3,-2,attention,2
64.7,1.42,4,3,2,pattern,3
100.0,1.98,1,2,1,memory,3
81.2,0.6,1,1,2,memory,2
84.0,3.33,1,2,-2,routine,2
80.1,2.96,0,3,1,pattern,3
96.7,3.05,0,3,-2,pattern,3
96.5,2.64,0,2,1,memory,3
75.6,2.57,2,4,-3,pattern,4
77.1,1.91,1,2,-3,pattern,2
60.2,2.14,6,2,1,routine,1
79.2,1.11,4,1,-1,attention,1
85.7,0.87,2,1,1,routine,2
77.9,4.02,4,5,0,attention,4
56.0,4.04,4,5,3,attention,4
76.0,3.01,1,4,3,routine,4
90.1,2.01,0,2,1,memory,3
77.5,1.61,3,3,-2,routine,3
90.0,3.14,1,4,0,pattern,4
60.9,2.62,1,5,2,attention,5
76.8,1.8,0,2,1,memory,2
76.6,2.85,3,3,1,pattern,3
85.1,2.21,2,2,1,memory,2
69.3,3.28,2,5,-3,attention,4
85.3,3.01,0,2,-1,routine,2
87.7,2.15,1,3,-3,pattern,3
36.1,3.77,6,5,-3,routine,4
78.0,3.52,1,3,-3,routine,3
100.0,1.69,1,2,0,routine,3
91.2,2.59,1,3,-1,attention,3
75.3,2.75,1,4,3,memory,4
81.9,2.42,1,4,0,pattern,4
76.2,2.16,2,3,3,attention,3
66.6,3.52,2,5,0,pattern,4
89.4,1.43,0,1,1,memory,2
52.0,3.87,2,5,-2,routine,4
63.6,3.15,5,5,3,pattern,4
64.4,3.26,5,5,3,attention,4
90.2,3.07,3,3,-1,pattern,3
57.8,3.49,1,4,3,routine,4
92.4,2.12,2,2,3,routine,3
86.8,2.17,1,2,1,routine,2
94.1,3.4,1,4,2,memory,4
65.2,3.4,3,5,0,routine,4
100.0,1.89,0,2,3,attention,3
70.7,2.38,4,4,-3,pattern,3
75.2,3.74,1,5,-1,attention,4
95.6,2.82,0,3,-2,memory,4
72.8,2.07,6,3,3,routine,3
100.0,2.59,0,2,-3,memory,2
57.6,2.49,6,5,-1,routine,4
95.0,1.91,0,3,-2,routine,4
100.0,2.11,1,1,0,attention,2
77.9,1.7,0,2,2,attention,3
72.6,2.63,0,3,3,routine,3
66.7,3.62,1,3,-1,routine,2
53.2,3.25,8,3,0,routine,2
81.6,2.74,1,2,1,attention,2
66.5,3.44,1,5,1,attention,4
100.0,1.63,0,1,-1,routine,2
67.8,3.9,4,4,3,attention,3
73.1,4.15,3,4,-3,attention,3
82.0,2.02,1,3,3,memory,4
78.0,2.16,4,2,-1,routine,2
99.0,3.61,0,2,2,attention,2
78.9,2.8,1,3,3,pattern,3
76.6,3.01,3,3,0,attention,2
65.4,2.68,9,3,1,attention,2
61.3,2.87,4,4,2,attention,3
72.6,3.42,0,3,-3,attention,2
90.2,2.98,0,3,0,attention,3
73.4,2.27,4,2,-2,attention,1
90.9,2.36,3,2,1,routine,2
80.8,2.02,2,4,3,attention,4
87.7,1.63,1,2,-1,attention,3
95.8,2.85,0,3,1,routine,4
75.3,0.93,3,4,-1,attention,4
100.0,0.74,0,1,3,memory,2
100.0,2.75,0,2,-3,attention,2
73.0,2.98,2,4,3,pattern,4
100.0,1.53,0,1,3,pattern,2
67.7,3.44,1,3,-1,pattern,3
79.9,3.46,5,5,2,routine,5
79.0,2.92,2,4,1,pattern,4
72.3,2.81,3,5,-2,attention,4
77.9,3.21,0,3,-3,pattern,3
71.1,2.86,4,4,1,routine,4
92.1,1.82,0,2,3,routine,3
74.9,2.96,4,2,1,routine,1
57.7,2.25,3,3,3,memory,3
50.6,3.23,5,5,-3,memory,4
85.6,2.06,3,2,-3,routine,2
72.2,3.76,2,5,-3,attention,4
81.8,3.08,1,3,0,routine,3
100.0,1.68,0,1,3,routine,2
100.0,2.46,0,2,2,attention,3
77.1,0.88,2,1,3,routine,2
86.7,1.2,1,1,1,pattern,2
67.9,2.58,2,4,0,routine,4
95.2,1.79,1,1,-2,routine,1
71.6,3.03,2,4,-1,memory,4
90.6,0.6,2,1,0,memory,2
67.0,2.44,2,4,0,attention,4
100.0,0.91,0,1,0,routine,2
80.6,2.25,2,3,-3,attention,3
87.0,2.28,1,2,1,pattern,2
73.8,2.23,1,2,1,pattern,2
96.1,2.74,0,3,3,pattern,4
76.8,3.15,2,5,1,attention,5
99.8,0.71,0,1,3,memory,2
74.6,2.1,2,3,-3,pattern,3
72.4,3.42,2,3,-1,memory,2
72.3,3.73,6,5,-1,pattern,4
40.3,1.99,6,3,2,routine,2
98.5,1.42,0,1,3,memory,2
85.8,2.37,1,4,1,memory,4
95.4,1.21,1,1,3,pattern,2
82.2,1.66,2,1,-1,attention,1
76.3,2.3,3,3,3,routine,3
83.8,2.86,0,3,2,attention,3
86.5,0.62,1,1,-1,attention,2
60.8,3.61,6,5,-3,attention,4
100.0,0.6,0,1,3,memory,2
74.3,3.27,0,3,3,attention,3
96.4,1.75,1,2,-1,attention,3
72.3,2.61,4,4,-3,pattern,3
66.1,2.43,6,5,-2,attention,4
69.1,2.43,2,3,0,routine,3
69.5,2.35,2,2,-1,memory,1
97.4,3.82,0,5,2,pattern,5
91.9,3.4,2,4,0,pattern,4
68.7,2.29,5,4,-2,routine,3
85.4,2.19,1,2,2,routine,2
57.7,1.91,3,3,0,pattern,2
68.6,2.86,1,4,2,routine,4
95.3,3.28,0,5,-1,pattern,5
89.5,2.07,1,3,3,routine,4
79.4,2.96,2,4,-3,routine,4
96.5,3.02,0,3,3,routine,4
65.6,3.92,5,4,1,memory,3
76.8,3.74,1,5,-1,routine,5
62.3,3.28,1,4,3,pattern,4
70.2,2.34,2,4,-1,pattern,4
97.3,3.37,0,4,-1,pattern,4
49.4,3.06,6,5,-3,routine,4
56.7,3.31,5,4,1,attention,3
91.7,1.89,1,2,3,memory,3
78.3,3.74,2,3,3,attention,3
72.7,2.65,3,4,-1,attention,4
62.8,1.72,3,4,0,routine,4
85.6,1.42,3,1,0,pattern,1
60.2,3.66,1,4,-3,pattern,3
100.0,2.35,0,1,-3,attention,1
96.6,1.1,0,1,1,routine,2
78.6,1.58,3,1,-3,attention,1
74.9,3.53,2,3,-1,attention,2
77.6,4.04,2,5,-1,memory,4
71.9,2.05,0,3,0,attention,3
93.5,1.67,0,2,1,routine,3
82.8,1.26,2,3,0,routine,3
59.9,2.24,3,4,1,routine,3
95.2,1.23,0,1,0,pattern,2
62.3,3.63,5,4,0,pattern,3
69.7,2.73,2,4,-3,pattern,3
95.0,3.89,0,3,2,pattern,3
100.0,2.65,0,1,3,memory,2
68.4,3.29,3,4,2,attention,3
99.1,1.56,0,1,-3,pattern,2
100.0,2.32,0,3,-3,attention,3
41.4,3.28,3,5,-1,attention,4
83.7,2.75,0,3,0,pattern,3
66.9,3.14,1,5,2,routine,5
100.0,1.72,0,1,0,attention,2
68.8,4.08,5,4,3,pattern,3
52.5,3.49,2,5,-2,routine,4
97.9,2.1,0,1,-2,attention,2
65.9,1.93,2,3,3,attention,3
57.8,2.88,1,4,0,pattern,4
82.8,2.63,2,4,1,memory,4
67.1,3.76,4,5,3,attention,4
100.0,2.2,0,2,-1,pattern,3
83.1,2.35,1,3,2,memory,3
76.9,2.04,3,3,2,pattern,3
92.4,1.92,2,2,-1,attention,2
100.0,2.09,0,2,1,pattern,3
100.0,1.46,1,1,1,attention,2
58.2,3.65,3,4,-1,pattern,3
100.0,2.85,1,2,0,pattern,3
61.5,3.77,2,4,3,pattern,3
75.1,3.49,3,5,3,attention,5
56.3,3.5,3,5,3,routine,4
93.7,2.13,0,2,-1,routine,3
82.0,2.25,1,2,2,routine,2
91.6,3.44,1,2,1,routine,2
84.3,0.7,0,2,1,pattern,3
65.1,3.58,3,3,3,routine,2
73.6,2.19,3,3,-3,memory,3
93.0,1.61,1,3,2,memory,4
88.6,1.03,2,1,-1,memory,1
74.3,3.16,1,3,-2,attention,2
83.9,1.1,2,1,-3,attention,1
82.2,4.45,2,5,-2,pattern,4
42.7,3.04,3,4,-3,attention,3
66.2,2.96,1,4,2,routine,4
71.3,1.59,5,3,-3,attention,2
79.2,1.31,0,1,-1,attention,1
56.6,3.49,2,5,-1,attention,4
98.1,3.33,0,3,-1,pattern,3
79.0,2.51,1,3,-1,memory,3
63.5,2.84,1,4,1,pattern,4
87.5,2.49,1,3,1,pattern,3
85.1,1.89,1,2,0,pattern,2
96.9,3.07,0,2,3,memory,2
96.9,1.13,3,2,3,attention,3
70.4,2.77,2,4,-3,memory,3
100.0,1.13,0,1,-2,attention,2
88.5,1.72,0,2,0,attention,3
90.8,1.37,0,2,0,routine,3
100.0,1.45,0,1,1,memory,2
54.3,2.56,3,4,2,memory,3
89.5,1.67,1,1,-2,pattern,1
75.3,3.71,0,4,2,memory,4
100.0,1.2,0,1,3,memory,2
85.1,1.55,1,2,-1,pattern,2
59.7,1.88,2,3,-1,routine,2
67.8,1.83,1,3,3,routine,3
56.5,3.99,3,5,-2,attention,4
78.2,3.54,2,3,-3,memory,2
66.1,2.86,4,4,0,memory,3
99.1,0.6,0,1,2,attention,2
75.0,2.13,6,3,-1,pattern,2
84.0,2.5,0,3,2,routine,3
74.5,3.95,0,5,2,memory,5
92.0,2.17,2,2,1,pattern,2
100.0,0.7,0,2,-2,attention,3
93.1,2.86,2,2,2,routine,2
78.2,2.14,3,3,-1,pattern,3
87.6,2.22,3,1,-2,memory,1
52.1,3.02,3,4,2,attention,3
78.1,1.99,0,3,-3,routine,3
75.3,3.91,1,5,1,attention,5
76.1,2.77,3,2,-1,routine,2
62.7,3.1,4,3,0,pattern,2
80.0,1.47,1,2,0,pattern,3
78.3,2.73,0,4,2,pattern,4
62.4,3.08,4,5,-1,pattern,4
86.6,3.95,0,5,2,attention,5
86.8,2.51,1,2,-3,pattern,2
68.5,2.43,4,2,3,memory,2
94.8,2.84,1,2,-3,routine,2
57.7,3.89,2,5,2,routine,4
89.6,2.91,1,4,-1,memory,4
86.7,2.71,0,4,-3,attention,4
79.8,3.22,1,4,-2,routine,4
100.0,1.65,0,1,-3,pattern,2
92.0,1.87,0,3,0,pattern,4
75.0,0.96,3,2,0,routine,2
81.0,2.94,3,4,-2,memory,4
76.3,1.65,5,4,-3,attention,3
100.0,1.64,0,1,0,pattern,2
70.3,1.87,1,3,3,memory,3
80.0,2.58,1,2,0,attention,2
63.5,2.98,3,4,2,routine,4
75.3,1.72,1,1,2,pattern,1
82.1,3.54,1,3,0,attention,3
74.8,2.59,0,3,3,pattern,3
76.8,4.26,2,5,3,attention,4
93.8,2.54,0,2,2,pattern,3
81.7,2.65,0,3,-1,attention,3
65.5,3.94,2,5,-3,memory,4
79.3,2.79,0,3,-1,routine,3
95.9,2.25,0,3,-2,routine,4
70.8,4.19,5,5,-1,attention,4
57.1,3.29,5,5,2,pattern,4
93.1,1.42,0,2,-2,attention,3
68.9,3.4,0,4,-3,routine,3
67.5,1.8,2,3,-2,routine,3
91.7,1.58,2,1,-1,pattern,1
93.7,1.78,1,2,3,routine,3
